ax,ay,az,gx,gy,gz,heel,toe
-0.5348,0.1708,0.8262,16.0300,9.7300,4.9700,326,3
-0.5612,0.1840,0.8481,-7.3500,4.1300,-4.6900,360,4
-0.5309,0.1020,0.8945,-14.7000,10.0100,-7.1400,459,2
-0.5280,0.0415,0.8691,3.5000,26.8100,-2.7300,556,7
-0.5729,0.1318,0.8491,6.4400,38.3600,-4.1300,614,8
-0.5885,0.1396,0.8379,2.1700,46.3400,-8.1200,674,14
-0.6100,0.1337,0.8174,-0.2100,56.3500,-7.9100,713,9
-0.6129,0.1025,0.8159,3.7100,76.4400,-9.1000,775,6
-0.6266,0.1078,0.8101,6.0200,107.3100,-5.1100,814,3
-0.5685,0.2377,0.8452,13.1600,164.5000,-13.0900,826,10
-0.4734,0.3889,1.0609,-21.2100,271.4600,-72.4500,624,12
-1.6470,-0.1244,1.1200,48.6500,354.2700,-61.7400,57,7
-2.1399,0.3821,1.5709,45.0800,156.5200,-55.5800,20,9
-0.3528,-0.0996,1.8934,-41.5100,-50.6800,-17.5700,20,8
-0.0844,0.2860,1.0433,4.9000,-210.7700,-12.1800,21,5
-0.4060,0.1893,0.7818,12.4600,-277.7600,31.1500,15,5
-0.6686,0.0903,0.8052,32.1300,-291.2700,57.4000,14,5
-0.9618,0.2313,0.8833,47.3200,-265.4400,62.7200,14,16
-1.1292,0.4294,0.9931,21.0000,-210.9100,69.6500,18,10
-1.1322,-0.0010,0.5022,6.8600,-126.9800,55.7200,14,3
-1.5850,-0.0361,0.4768,114.3800,-6.1600,94.6400,7,4
-2.0794,0.5451,-0.1318,82.3900,-38.1500,80.7800,8,11
-1.5645,-0.7984,-0.8194,53.4100,63.4200,-2.5200,5,10
-1.5465,0.4519,-0.6661,51.8700,126.4900,-52.3600,6,5
3.3404,-3.4502,0.8072,-505.2600,-93.0300,-71.3300,21,7
-0.1723,-0.6027,0.8589,-62.5800,-33.5300,11.6200,209,8
-0.6193,0.2913,0.8072,20.5800,5.7400,4.8300,322,8
-0.5017,0.0171,0.8955,-19.5300,-0.9100,-2.5900,378,7
-0.5007,0.1108,0.9335,10.2900,21.2100,2.8000,440,5
-0.5309,0.1318,0.8721,14.2100,41.9300,2.3100,457,9
-0.6012,0.1801,0.8047,7.5600,41.4400,-2.4500,480,7
-0.6129,0.1552,0.7998,-11.9700,41.6500,-9.2400,521,10
-0.6276,0.1205,0.7876,-5.9500,45.2200,-8.0500,579,3
-0.6730,0.1127,0.7476,7.0700,47.2500,-3.5700,660,4
-0.7100,0.1537,0.7222,7.4900,45.1500,-2.5900,695,10
-0.6525,0.1630,0.7891,-0.6300,59.2900,-7.4200,772,5
-0.5758,0.0747,0.8716,3.5700,115.2900,0.7700,814,13
-0.4455,0.3499,0.9604,26.8100,217.5600,-28.9800,793,6
-0.8901,0.0220,1.0233,-29.9600,359.4500,-48.5800,379,8
-2.2180,0.5197,0.9355,90.3700,387.3800,-53.1300,37,5
-0.9960,0.9389,1.5914,95.1300,59.2200,-57.8900,15,12
0.5022,0.4285,1.2766,-39.6900,-125.7200,-48.5100,16,8
-0.1337,0.3450,0.9077,-10.6400,-240.6600,0.0700,15,7
-0.5344,0.1566,0.6988,-24.5700,-298.9700,58.9400,18,5
-0.6876,0.1264,0.6773,32.4100,-296.3100,61.1100,21,7
-1.0424,0.3060,0.8198,52.1500,-299.0400,59.9900,19,8
-1.0292,0.2645,0.8262,52.1500,-198.8700,66.9900,14,8
-1.3630,0.4241,0.7261,2.3800,-113.8900,81.2000,7,7
-2.0067,-0.1610,0.2728,37.4500,-79.8000,111.3700,8,7
-1.5962,-0.1708,-0.5217,17.7800,-8.1900,48.7900,10,10
-2.0125,-0.0903,-0.5231,54.5300,53.9000,-3.3600,11,3
-2.5288,1.3810,0.1737,118.3000,259.9800,-106.1200,10,6
1.1727,-1.3869,0.0327,332.7100,38.1500,-69.5100,15,3
-0.4665,-0.7135,0.9550,-75.8100,-26.7400,-7.1400,125,24
-0.5446,0.1488,0.8872,-21.7700,-3.0100,-0.0700,276,6
-0.5090,0.1279,0.9106,22.2600,11.0600,0.3500,394,12
-0.4909,0.1088,0.9140,14.2800,24.9200,-0.9100,463,2
-0.5153,0.1196,0.9004,15.8900,44.4500,-0.7700,536,6
-0.5832,0.1210,0.8218,12.3200,52.4300,1.6100,536,8
-0.6315,0.1054,0.7505,5.8800,45.9900,-2.5200,559,0
-0.6647,0.1815,0.7476,-7.0000,37.1700,-8.0500,593,9
-0.6715,0.1464,0.7530,-1.7500,32.8300,-8.8900,689,9
-0.6554,0.1279,0.8013,1.4000,40.9500,-8.7500,773,9
-0.6007,0.0937,0.8652,1.7500,73.5000,-7.6300,848,7
-0.5231,0.2230,0.9287,13.7200,147.4900,-8.7500,878,5
-0.4080,0.3806,1.0150,-2.8000,267.5400,-66.0800,812,8
-1.3937,-0.3128,0.9487,-63.7000,387.5200,-65.2400,231,0
-2.5049,0.5046,1.0902,44.0300,344.3300,-82.1100,31,7
-0.8823,0.7876,1.3630,20.8600,56.5600,-81.9000,15,2
0.3767,0.5153,1.0185,-64.1200,-163.4500,-10.6400,17,10
-0.2264,0.4358,0.7852,-23.8700,-245.4900,27.3000,20,9
-0.4060,0.1415,0.5061,-33.8800,-302.2600,80.4300,16,4
-1.0199,0.2025,0.7764,6.5800,-289.8000,76.0900,20,3
-1.0614,0.5958,0.7056,21.2100,-273.4200,71.2600,12,4
-1.2190,0.7579,0.7130,-11.9000,-169.1200,121.3800,14,6
-1.6782,-0.0078,0.4577,26.0400,-64.2600,167.8600,11,3
-2.2804,-0.1713,-0.0961,93.2400,-48.0900,136.0100,16,3
-1.9115,-0.5056,-0.7876,6.5800,27.4400,20.4400,14,5
-1.6646,1.5431,-0.0810,100.0300,128.6600,-38.0800,11,1
0.8833,-3.1944,0.4368,-399.8400,-168.9100,-72.4500,16,9
-0.5187,0.2430,0.8272,1.8200,-3.1500,0.6300,32,73
-0.5910,0.3260,0.8843,-2.5200,7.4200,-3.0800,192,4
-0.5256,0.0551,0.8721,8.5400,11.6200,-1.6800,368,12
-0.5114,0.1332,0.9160,3.9900,27.3700,-1.7500,516,4
-0.5270,0.0693,0.9062,6.7900,45.6400,-1.6800,584,7
-0.5910,0.1240,0.8311,10.9900,56.4900,2.3800,600,8
-0.6471,0.1649,0.7476,6.3000,51.4500,-1.8900,600,11
-0.6925,0.1244,0.7144,4.8300,40.3200,-2.1700,598,3
-0.7115,0.1415,0.7022,3.0100,29.7500,-5.1800,639,8
-0.7022,0.1327,0.7237,1.2600,23.8000,-4.4100,717,10
-0.6534,0.0883,0.8018,2.0300,36.1900,1.4000,763,7
-0.5944,0.1205,0.8730,8.5400,82.2500,3.9200,798,4
-0.4660,0.3016,1.0077,28.2100,173.6700,-18.0600,810,8
-0.4587,0.2943,1.0770,-23.9400,326.8300,-68.6700,569,1
-1.4923,-0.0059,0.9033,54.8100,420.4200,-52.5000,95,6
-2.3980,0.3177,0.9409,94.7800,284.4100,-82.7400,11,9
-0.4573,1.4884,1.4494,-98.4200,-94.5000,-52.0100,14,11
0.1864,0.1806,0.8408,10.0800,-171.9200,-37.3800,19,7
-0.4021,0.5749,0.7749,-21.7700,-238.1400,56.5600,15,7
-0.7320,-0.0181,0.6144,-18.2000,-308.7700,113.5400,16,6
-0.8350,0.2294,0.6725,31.5700,-308.3500,76.8600,11,7
-0.8364,0.4114,0.8023,32.4100,-262.3600,54.6000,7,8
-1.1741,0.7144,0.7437,13.1600,-154.6300,49.2800,12,10
-2.5708,0.0176,0.3060,57.8900,-82.6000,103.3200,18,4
-1.9774,-0.0488,-0.7261,50.1900,0.6300,106.0500,17,8
-2.1374,-0.1401,-0.9428,79.8000,61.1100,36.3300,12,10
-3.8572,-2.2834,2.7650,-438.0600,11.6200,-10.7100,3,6
-0.6886,-0.2401,0.6617,55.3700,-26.8800,-13.0200,20,10
-0.4597,0.3836,0.9213,45.9900,-0.2100,-10.3600,128,8
-0.5383,0.0747,0.9223,-31.6400,-9.3800,-0.2100,279,9
-0.4880,0.1152,0.9443,2.9400,-0.4200,-2.1700,360,11
-0.5080,0.1010,0.9038,-4.9000,14.3500,1.2600,450,9
-0.5339,0.0947,0.8877,6.4400,29.2600,0.0000,515,3
-0.5646,0.1303,0.8638,9.1700,36.2600,2.5200,540,2
-0.5919,0.1474,0.8213,6.4400,38.9900,0.6300,524,3
-0.6315,0.1420,0.7710,8.3300,34.8600,-0.9100,523,12
-0.6515,0.1649,0.7608,4.9700,27.4400,-3.7800,558,8
-0.6529,0.1308,0.7671,0.9800,22.4000,-2.3100,607,0
-0.6095,0.1557,0.8272,4.8300,32.6200,-2.3800,665,9
-0.5510,0.1132,0.9218,7.8400,70.2100,-3.4300,731,6
-0.5100,0.1386,0.9692,18.0600,131.3200,0.9100,765,10
-0.3831,0.2879,0.9628,13.7900,245.2100,-24.1500,730,8
-0.7491,-0.0805,0.9282,-24.9200,377.3000,-26.0400,355,6
-1.9793,0.5202,0.8018,88.3400,415.0300,-40.3200,31,3
-2.1321,0.5100,1.1219,58.5200,158.6200,-94.6400,18,8
-0.8047,0.5641,1.6680,27.8600,-148.6100,-68.7400,17,8
-0.0112,0.3855,0.7857,13.3700,-189.4200,-28.6300,18,2
-0.3875,0.3016,0.6905,-18.8300,-281.7500,89.3200,17,1
-0.7037,-0.1083,0.7354,41.8600,-303.8000,97.3000,12,8
-0.9189,-0.0020,0.8169,64.7500,-306.1800,36.2600,16,9
-1.0834,0.2294,0.9248,44.3100,-244.2300,30.7300,12,5
-1.6148,0.3816,0.6290,-4.9700,-182.7000,50.8900,11,6
-2.3453,0.0869,-0.0371,75.4600,-55.5100,103.6000,19,7
-2.2092,0.0346,-0.8101,-1.5400,26.6000,72.8700,18,7
-1.8002,-0.4509,-0.9213,28.0000,113.6100,-21.0000,10,3
1.7226,-2.3400,-0.3182,-502.8100,-125.0200,-74.6200,7,7
-0.6051,-0.0181,0.9789,-66.3600,-38.8500,-4.6900,29,4
-0.6290,0.1864,0.8379,-2.2400,-10.0800,-5.1800,170,7
-0.5104,-0.0459,0.8916,-26.5300,0.8400,-0.3500,319,4
-0.5231,0.1259,0.8965,28.2800,18.9000,2.1700,433,10
-0.5305,0.1293,0.8852,11.6200,29.6800,-0.0700,498,5
-0.5441,0.1235,0.8808,16.0300,42.6300,1.8200,526,6
-0.5822,0.1391,0.8218,11.6200,52.0100,2.1000,510,5
-0.6451,0.1723,0.7715,10.7100,50.9600,0.2100,494,8
-0.6647,0.1776,0.7325,6.9300,47.8800,-2.6600,530,3
-0.6705,0.1752,0.7549,9.7300,50.9600,-4.6200,592,8
-0.6608,0.1386,0.7832,9.1700,66.4300,-0.7700,668,4
-0.5788,0.1527,0.8599,11.9700,118.6500,1.6800,709,0
-0.4348,0.3733,0.9618,21.2800,218.8200,-23.0300,683,7
-0.7096,-0.0859,1.0346,-8.2600,377.1600,-20.8600,337,2
-2.5610,0.5812,0.9277,118.6500,389.6200,-28.4900,29,8
-1.2532,0.8662,1.4913,106.5400,33.1100,-60.9700,24,7
0.8369,0.5573,1.0102,60.3400,-179.6200,-96.8800,19,10
-0.1254,0.1625,0.8462,67.0600,-233.5200,10.6400,17,4
-0.5656,0.0669,0.7330,7.6300,-312.0600,125.5100,16,12
-1.0072,-0.4104,0.8403,80.0100,-322.7000,58.2400,17,2
-0.8760,-0.1064,0.8442,58.1700,-283.8500,-18.5500,16,6
-1.3571,0.3353,0.9482,72.1700,-226.7300,-25.9000,7,3
-1.3732,-0.2440,0.5368,12.6700,-116.5500,36.1900,13,8
-2.2263,-0.7330,-0.2694,79.2400,-59.5000,103.3200,11,8
-2.1535,-0.5929,-0.8545,-28.2100,28.7000,9.1700,9,16
-1.6231,-0.0156,-0.6749,99.1900,125.6500,-37.0300,8,7
0.2835,-3.7596,0.5641,-120.4000,-29.6800,-32.4800,10,6
-0.6378,-0.1581,1.1785,-70.4200,-26.6000,-0.7700,62,6
-0.5963,0.1064,0.8355,-0.4900,-18.2000,-1.1900,193,6
-0.4846,0.0395,0.9184,-27.0200,-7.4200,0.7700,306,6
-0.4914,0.1259,0.9252,9.3800,11.1300,1.2600,415,12
-0.5183,0.1220,0.9091,15.3300,24.7800,-0.7700,491,5
-0.5412,0.1269,0.8872,15.9600,35.7700,0.7700,550,6
-0.5832,0.1298,0.8340,6.5100,39.2700,0.1400,547,7
-0.6144,0.1127,0.7881,2.1700,36.8200,-2.1700,558,3
-0.6398,0.1108,0.7666,-0.5600,30.8000,-3.2900,576,3
-0.6310,0.1196,0.7920,2.5900,26.6000,-1.1200,643,5
-0.6027,0.1454,0.8520,6.5800,39.5500,-2.6600,715,8
-0.5456,0.0859,0.9218,8.8900,84.9800,-1.5400,780,0
-0.5085,0.2167,0.9545,23.3100,162.8900,-4.6900,795,9
-0.4060,0.3743,0.9628,17.8500,274.3300,-42.7000,723,7
-1.2449,-0.1479,0.9833,17.3600,407.9600,-17.9200,216,4
-2.6537,0.5890,1.0360,81.1300,326.0600,-63.0700,19,7
-0.8428,0.8130,1.5035,45.4300,1.4700,-55.4400,20,8
0.5656,0.5885,1.0536,-6.9300,-163.0300,-42.1400,20,5
-0.2567,0.1762,0.8262,12.5300,-232.2600,28.4200,19,9
-0.6090,-0.0473,0.7457,3.2200,-291.4800,96.0400,24,6
-0.7925,-0.1000,0.7847,47.8800,-312.6200,47.8800,15,8
-1.1649,-0.0156,0.9155,81.0600,-309.4000,-10.5000,17,7
-1.0302,0.2455,0.8247,77.2100,-201.2500,-4.9700,6,6
-1.6572,-0.0429,0.6534,67.9000,-74.1300,70.3500,11,7
-1.9637,-0.2684,0.0059,89.3900,-73.9900,111.7900,12,9
-2.1169,-1.0087,-0.8325,17.6400,17.5000,-7.5600,7,7
-1.7866,1.2137,-0.7364,23.9400,111.6500,-61.6000,10,7
1.8232,-2.6206,-0.8901,-501.1300,-115.8500,-69.6500,8,7
-0.4226,0.4499,1.2571,30.9400,-10.7800,1.5400,17,15
-0.6027,0.0059,0.8106,-10.3600,-3.7800,2.7300,69,29
-0.5246,0.1859,0.9013,-23.7300,-7.4900,-3.7800,189,35
-0.4958,0.0190,0.9121,4.4100,6.1600,-2.1000,323,8
-0.5007,0.1025,0.9292,11.1300,20.7200,-2.1700,446,7
-0.5441,0.1196,0.8862,9.3100,30.5200,-2.1700,505,6
-0.5622,0.1254,0.8520,9.0300,35.4200,-3.8500,551,8
-0.5885,0.1352,0.8340,-3.7100,36.9600,-3.2200,574,8
-0.6129,0.1269,0.7896,8.8200,39.1300,-4.0600,604,5
-0.6407,0.1181,0.7881,-0.3500,37.5200,-5.8800,659,5
-0.6285,0.1064,0.8018,4.7600,43.6100,-4.8300,744,7
-0.5734,0.0669,0.8886,3.2900,71.1900,-3.4300,815,5
-0.5085,0.1035,0.9687,10.4300,130.9000,-1.1200,866,9
-0.4197,0.3948,1.0136,12.3200,251.5800,-42.6300,825,3
-1.0443,0.1547,1.0307,-53.7600,392.9100,-71.2600,319,5
-2.1638,0.5793,0.9799,40.6000,404.9500,-90.6500,27,9
-1.3176,0.6237,1.1893,14.9800,93.5900,-106.6100,21,10
0.9155,0.6085,0.9838,-34.5100,-150.9900,-11.5500,17,8
-0.1981,0.3645,0.7788,-9.3100,-211.4700,15.8900,15,5
-0.4870,0.2923,0.6593,-29.4700,-296.5900,78.5400,18,11
-0.5197,0.3177,0.6115,15.6100,-295.4700,83.2300,18,12
-1.0063,0.5436,0.7549,20.4400,-293.0200,86.8700,12,7
-1.1112,0.5344,0.8477,8.5400,-203.2100,115.8500,17,12
-1.8139,0.1396,0.5656,-23.0300,-99.1200,147.7000,14,9
-2.3322,-0.0249,-0.1362,11.9000,-93.1700,119.5600,15,4
-2.0457,-0.6793,-0.8862,17.9900,31.9900,2.0300,9,8
-3.0602,1.1566,-0.5876,-69.6500,154.2800,-133.9800,8,8
-2.1570,-0.3021,1.4489,66.0800,-9.0300,-21.3500,24,19
-0.4665,0.3065,0.8642,48.8600,32.7600,2.4500,118,9
-0.5788,0.2030,0.8940,-4.4800,-0.8400,-6.0200,320,12
-0.5256,0.0869,0.8969,-2.3100,10.2200,0.3500,434,8
-0.5163,0.1523,0.9072,7.0000,23.1700,-0.1400,488,6
-0.5441,0.0893,0.8808,9.3100,37.2400,-0.9800,527,5
-0.5983,0.1171,0.8374,10.8500,43.8200,1.8900,521,7
-0.6324,0.1415,0.7813,8.9600,42.0000,1.1200,499,10
-0.6651,0.1059,0.7398,12.5300,37.2400,-0.2100,521,5
-0.6744,0.1610,0.7452,6.3700,33.1800,-1.9600,597,8
-0.6442,0.1542,0.8028,5.6000,40.7400,-4.6200,671,11
-0.5929,0.1122,0.8823,1.9600,75.9500,-1.6800,751,7
-0.5309,0.1025,0.9243,13.9300,140.3500,8.1200,767,3
-0.3753,0.3787,1.0180,16.3100,260.4000,-29.9600,720,7
-1.0858,-0.2089,0.9374,5.2500,418.7400,-9.5200,231,9
-2.6772,0.4870,1.0014,108.8500,359.8000,-42.2800,30,8
-0.9340,0.6432,1.1253,100.0300,78.8900,-71.4700,16,8
0.3748,0.4939,0.9740,-7.1400,-165.5500,-69.3700,24,7
-0.1737,0.3035,0.7261,-1.9600,-235.6900,-14.0000,19,6
-0.4719,0.2801,0.6329,-29.6100,-296.3100,76.0200,19,7
-0.6315,0.0581,0.6915,34.7900,-299.7400,77.7000,14,8
-0.9111,0.2474,0.7701,49.9800,-290.1500,39.2000,7,4
-1.2771,0.4592,0.9653,34.0200,-222.3900,42.6300,9,6
-1.8925,0.0615,0.5046,10.0800,-140.4900,93.5200,15,5
-2.4083,0.0717,-0.3128,56.9100,-25.6200,143.6400,6,11
-2.1858,-0.3797,-1.0814,-116.7600,12.6700,23.4500,8,3
-2.7918,1.0990,-0.1420,-159.9500,76.0200,-169.1900,6,8
-1.0326,0.0005,0.7017,69.1600,-29.0500,-14.2100,21,0
-0.5480,0.4934,0.8852,0.5600,1.6800,-0.4200,103,7
-0.5544,0.1498,0.9121,-16.5900,-8.1900,-4.9700,273,5
-0.5124,0.0005,0.9101,-0.4200,8.1900,-0.5600,387,9
-0.5334,0.1337,0.9306,8.6800,25.2700,-0.0700,460,10
-0.5495,0.1288,0.8818,17.5700,41.5100,-0.4900,514,4
-0.6032,0.1166,0.8189,12.0400,44.8700,-1.0500,532,7
-0.6324,0.1410,0.7769,7.4900,44.9400,-1.8900,518,5
-0.6725,0.1327,0.7369,7.3500,35.7000,-1.1900,545,7
-0.6861,0.1532,0.7305,-1.1900,27.9300,-5.1800,620,1
-0.6476,0.1069,0.7896,1.7500,31.0800,-4.2700,709,11
-0.5998,0.1025,0.8642,3.8500,59.8500,-2.2400,772,3
-0.5758,0.1127,0.8872,8.2600,111.5800,4.2700,804,6
-0.5007,0.2923,0.8984,24.5000,191.3800,-17.7100,796,7
-0.4885,0.2089,0.9926,-18.2700,308.0700,-47.4600,590,4
-1.5562,-0.1396,0.9096,58.3100,414.5400,-14.7700,130,6
-2.1535,0.6515,0.7374,106.2600,315.2100,-72.1000,19,13
-0.3143,1.3752,1.8676,28.9100,-19.2500,-62.8600,17,4
0.2381,0.5876,1.0394,-30.1700,-172.2000,-71.1200,20,8
-0.2621,0.4216,0.7042,4.9000,-270.2000,14.0700,19,6
-0.4368,0.0888,0.5534,-17.0100,-308.3500,77.4900,15,6
-0.8428,0.1859,0.7876,19.8100,-295.0500,64.4700,17,3
-0.9399,0.3318,0.8194,23.5900,-281.0500,52.3600,13,4
-1.0799,0.4538,0.9194,20.3000,-212.0300,60.3400,16,1
-1.9320,-0.0512,0.5505,-2.1000,-94.5700,64.9600,16,3
-2.5664,-0.3231,-0.7130,87.4300,-96.1100,124.3200,15,11
-2.2507,-0.8911,-1.1771,52.5000,69.2300,37.2400,11,9
-3.2125,3.0134,0.4031,249.8300,118.7200,-217.2100,5,5
-2.9119,-0.5827,1.4860,328.2300,-21.2800,-71.8900,15,6
-0.4719,-0.2796,0.8335,18.3400,7.5600,-0.6300,139,5
-0.5466,0.1069,0.8647,-34.1600,5.6700,-0.4900,331,7
-0.5348,0.0927,0.8989,20.8600,20.8600,-1.3300,463,0
-0.5475,0.1591,0.9106,8.9600,35.9100,-2.0300,550,9
-0.5797,0.1181,0.8530,8.8900,53.7600,-0.5600,598,0
-0.6525,0.1581,0.7627,9.1000,57.4700,0.7700,592,4
-0.7017,0.1781,0.7178,-1.5400,48.7900,-2.4500,584,3
-0.7364,0.1698,0.6837,-0.6300,38.3600,-3.1500,596,12
-0.7403,0.1332,0.6749,4.2000,31.4300,-3.0800,631,10
-0.7003,0.1196,0.7393,4.8300,35.2800,-0.2800,699,7
-0.6246,0.1244,0.8306,6.6500,66.5000,3.6400,746,9
-0.5290,0.2040,0.9145,22.7500,142.5200,-0.8400,765,6
-0.4099,0.2904,0.9819,3.4300,275.1000,-37.1000,707,7
-1.5484,0.0410,1.0463,55.5100,431.2700,-11.5500,209,10
-2.6689,0.6730,0.8413,110.3900,326.7600,-51.5900,25,9
-0.7452,0.9731,1.4635,109.7600,28.2800,-61.7400,20,4
0.3333,0.5485,0.9633,-1.8900,-188.0200,-80.0800,24,5
-0.1923,0.4192,0.7452,5.6000,-254.8700,-1.3300,18,0
-0.5880,0.1449,0.6978,-7.6300,-316.7500,92.8200,13,8
-0.6617,-0.0693,0.6461,26.8100,-305.1300,65.4500,17,1
-0.8784,0.3660,0.8003,40.5300,-278.1100,39.8300,15,0
-1.3064,0.4719,0.9828,59.4300,-214.4800,47.4600,8,4
-1.7085,-0.0625,0.6012,7.4900,-122.2900,79.3100,16,7
-2.2204,0.0425,-0.4797,68.1100,-29.6800,121.1000,3,6
-2.3038,-0.2059,-1.1165,28.0700,28.7700,48.8600,11,6
-3.2032,3.2437,0.0522,26.3900,81.1300,-230.4400,10,8
0.4065,-1.1156,0.4441,252.0700,54.5300,-47.8100,8,3
-0.6310,0.2499,0.8974,82.8800,3.9900,-2.3100,128,6
-0.5695,0.1118,0.8560,-23.3800,-2.7300,-3.9200,345,7
-0.5344,0.1044,0.9204,-2.1000,9.6600,-1.8200,470,6
-0.5148,0.1103,0.9238,1.3300,26.6000,1.4000,525,8
-0.5427,0.1088,0.8896,16.5900,47.5300,3.0800,542,10
-0.6066,0.1386,0.8076,11.6900,56.3500,2.2400,518,6
-0.6715,0.1557,0.7349,5.0400,52.0800,-1.6100,494,3
-0.7096,0.1210,0.6812,2.8000,42.4200,-0.8400,490,6
-0.7379,0.1562,0.6808,4.6200,29.4000,-0.7000,541,2
-0.7300,0.1444,0.7042,-1.4000,20.3700,0.4900,613,3
-0.6749,0.1459,0.7808,-1.9600,30.1700,0.6300,659,8
-0.6168,0.1240,0.8594,7.0000,76.0200,6.7200,704,3
-0.5539,0.2274,0.9028,25.6900,147.1400,-7.5600,711,2
-0.4807,0.2333,1.0170,-0.4200,268.0300,-32.4800,560,5
-1.5069,-0.0493,1.0063,65.9400,406.2100,3.9200,143,9
-2.4678,0.3538,0.7271,156.9400,326.9000,-16.6600,22,6
-0.6002,1.2220,1.8354,153.7200,8.4000,-54.9500,24,6
0.1508,0.3660,1.0795,62.7200,-188.3000,-76.7900,19,7
-0.1898,0.2396,0.8169,61.9500,-256.0600,15.0500,19,12
-0.5124,-0.0429,0.7676,15.5400,-312.2000,101.2900,15,6
-0.8106,-0.2821,0.8272,76.5100,-332.9900,58.8700,13,9
-0.8472,-0.1230,0.9160,80.2900,-290.9200,-14.2800,13,7
-1.3537,0.1747,0.9823,100.6600,-211.0500,-34.7900,16,9
-1.7304,-0.4885,0.2513,118.0900,-89.1100,46.1300,9,6
-2.6738,0.0805,-0.4426,-4.2700,-78.4000,47.7400,3,6
-2.1355,-0.7203,-1.0917,76.7200,65.5900,-35.9100,8,5
-2.4093,1.6241,0.2518,-369.4600,-3.2200,-71.5400,8,0
-1.6895,0.0434,1.1512,106.6800,-47.7400,-45.9200,16,8
-0.5915,0.4338,0.9365,-16.4500,-6.8600,-3.3600,79,6
-0.5309,0.0576,0.9140,1.6100,-2.5200,-0.7000,189,9
-0.5241,0.0468,0.8969,-7.1400,9.8000,1.7500,279,3
-0.5309,0.1240,0.9033,7.3500,22.4700,0.8400,331,8
-0.5607,0.0981,0.8574,15.4000,31.9200,2.9400,356,6
-0.5939,0.1596,0.8213,11.0600,31.3600,1.7500,325,8
-0.6124,0.1332,0.7910,8.8900,31.0100,1.1200,306,5
-0.6324,0.1654,0.7676,8.2600,28.1400,1.6100,309,3
-0.6324,0.1527,0.7974,5.9500,26.9500,-0.1400,382,3
-0.6163,0.1435,0.8037,7.8400,37.3800,-0.9800,447,2
-0.5758,0.1274,0.8808,9.1700,64.4700,-0.2800,530,7
-0.5353,0.1074,0.9199,13.3700,115.5700,7.3500,578,3
-0.4202,0.2869,0.9955,39.2700,231.9800,-6.3000,528,4
-0.6695,-0.2050,0.9448,28.7000,371.9100,15.0500,294,5
-2.1521,0.1449,0.8857,118.9300,398.0200,36.6100,19,6
-2.2121,0.6788,1.2976,204.1900,152.3900,-24.7100,7,9
-0.9902,-0.1503,1.9056,41.2300,-116.5500,-128.6600,16,12
-0.0444,0.3309,0.8867,79.5200,-207.0600,-105.0700,18,8
-0.3894,0.3680,0.7320,50.2600,-270.1300,14.3500,11,10
-0.5348,-0.0791,0.6808,9.5200,-304.6400,79.5200,16,6
-0.7784,-0.1157,0.8242,86.0300,-300.0200,29.8900,12,7
-0.9862,-0.0615,0.9404,71.8900,-267.6800,-12.1800,11,7
-1.3220,0.4470,0.8394,79.1700,-189.9100,-5.5300,7,5
-2.1784,-0.2479,0.3436,131.8800,-91.0700,69.7200,7,7
-2.1433,-0.0049,-0.4255,-71.6800,-39.5500,34.5100,10,7
-1.7895,0.1825,-0.7730,65.3100,79.0300,-45.7800,5,5
-5.1264,-2.6674,2.3400,-399.2800,-209.0900,-42.2800,5,9
-0.5705,0.0664,1.1468,-61.1800,-39.4800,-18.6200,32,8
-0.7881,0.1747,0.8496,-43.4700,-4.6900,-2.0300,199,9
-0.5392,0.0146,0.8784,0.4200,6.6500,-1.2600,402,8
-0.5275,0.1039,0.9038,-7.0700,14.4200,-0.4900,515,12
-0.5197,0.1015,0.9077,9.1000,31.2900,-1.3300,577,5
-0.5714,0.1357,0.8623,14.2800,46.2000,0.9800,594,8
-0.6271,0.2533,0.8237,1.8900,46.6900,-0.7000,574,9
-0.6910,0.1230,0.7300,4.5500,39.0600,-2.5200,546,5
-0.6988,0.1225,0.7227,4.4100,28.7700,-1.2600,571,5
-0.6905,0.1137,0.7369,6.7900,25.0600,3.2900,621,4
-0.6417,0.1576,0.7925,7.2100,35.9100,3.3600,679,6
-0.5900,0.1693,0.8564,7.0000,79.1700,-0.8400,734,5
-0.5178,0.2259,0.9462,21.7000,155.7500,-6.0900,764,8
-0.4392,0.2425,0.9726,2.4500,282.6600,-34.0900,655,5
-1.5958,-0.0898,0.9618,66.1500,424.4100,2.3100,140,8
-2.4005,0.3348,0.7369,159.5300,317.5900,-21.7000,18,7
-0.4363,1.8456,2.2087,96.1100,-55.7200,-73.2900,19,7
0.2142,0.1610,0.9984,46.8300,-190.6100,-90.1600,17,13
-0.1459,0.3797,0.8013,57.3300,-260.6100,12.2500,18,3
-0.6129,-0.1454,0.7300,23.3800,-315.4900,103.6000,15,1
-0.7652,-0.3738,0.7603,148.0500,-302.1900,12.8800,19,8
-1.0658,0.1615,0.9555,82.9500,-270.4100,-48.0900,7,9
-1.4093,0.4158,0.8545,63.2100,-183.1200,35.4200,9,9
-2.3224,-0.3518,0.2416,70.0000,-70.8400,137.2000,6,8
-2.0242,-0.1498,-0.6007,-98.0000,-52.9900,69.3000,5,6
-1.8471,-0.8013,-0.7774,35.0000,38.5700,-67.0600,10,8
